"","SampleID","Pos","Valid_cov","Methylation_percent","N_mod","N_canon","N_other_mod","N_delete","N_fail","N_diff","N_nocall"
"18705","1701-2777",129497310,1,100,1,0,0,0,0,0,0
"18706","1701-2777",129497347,1,100,1,0,0,0,0,0,0
"18707","1701-2777",129497454,1,0,0,1,0,0,0,0,0
"18708","1701-2777",129497827,1,100,1,0,0,0,0,0,0
"18709","1701-2777",129497835,1,100,1,0,0,0,0,0,0
"18710","1701-2777",129497837,1,100,1,0,0,0,0,0,0
"18711","1701-2777",129497840,1,100,1,0,0,0,0,0,0
"18712","1701-2777",129497886,1,100,1,0,0,0,0,0,0
"18713","1701-2777",129497896,1,100,1,0,0,0,0,0,0
"18714","1701-2777",129498008,1,0,0,1,0,0,0,0,0
"18715","1701-2777",129498062,1,0,0,1,0,0,0,0,0
"18716","1701-2777",129498099,1,0,0,1,0,0,0,0,0
"18717","1701-2777",129498142,1,100,1,0,0,0,0,0,0
"18718","1701-2777",129498372,1,100,1,0,0,0,0,0,0
"18719","1701-2777",129498456,1,0,0,1,0,0,0,0,0
"18720","1701-2777",129498530,1,100,1,0,0,0,0,0,0
"18721","1701-2777",129498670,1,100,1,0,0,0,0,0,0
"18722","1701-2777",129498681,1,100,1,0,0,0,0,0,0
"18723","1701-2777",129498909,1,0,0,1,0,0,0,0,0
"18724","1701-2777",129499797,1,100,1,0,0,0,0,0,0
"18725","1701-2777",129499816,1,100,1,0,0,0,0,0,0
"18726","1701-2777",129499868,1,100,1,0,0,0,0,0,0
"18727","1701-2777",129499898,1,100,1,0,0,0,0,0,0
"18728","1701-2777",129499925,1,100,1,0,0,0,0,0,0
"18729","1701-2777",129499969,1,0,0,1,0,0,0,0,0
"18730","1701-2777",129500219,1,100,1,0,0,0,0,0,0
"18731","1701-2777",129500234,1,100,1,0,0,0,0,0,0
"18732","1701-2777",129500249,1,100,1,0,0,0,0,0,0
"18733","1701-2777",129500283,1,100,1,0,0,0,0,0,0
"18734","1701-2777",129500359,1,100,1,0,0,0,0,0,0
"18735","1701-2777",129500399,1,100,1,0,0,0,0,0,0
"18736","1701-2777",129500549,1,100,1,0,0,0,0,0,0
"18737","1701-2777",129500559,1,100,1,0,0,0,0,0,0
"18738","1701-2777",129500617,1,100,1,0,0,0,0,0,0
"18739","1701-2777",129500658,1,100,1,0,0,0,0,0,0
"18740","1701-2777",129500792,1,100,1,0,0,0,0,0,0
"18741","1701-2777",129500796,1,100,1,0,0,0,0,0,0
"18742","1701-2777",129500839,1,100,1,0,0,0,0,0,0
"18743","1701-2777",129500843,1,100,1,0,0,0,0,0,0
"18744","1701-2777",129501286,1,100,1,0,0,0,0,0,0
"18745","1701-2777",129501668,1,100,1,0,0,0,0,0,0
"18746","1701-2777",129501709,1,100,1,0,0,0,0,0,0
"18747","1701-2777",129501718,1,0,0,1,0,0,0,0,0
"18748","1701-2777",129501788,1,0,0,1,0,0,0,0,0
"18749","1701-2777",129501867,1,0,0,1,0,0,0,0,0
"18750","1701-2777",129501919,1,100,1,0,0,0,0,0,0
"18751","1701-2777",129502020,1,100,1,0,0,0,0,0,0
"18752","1701-2777",129502056,1,100,1,0,0,0,0,0,0
"18753","1701-2777",129502079,1,100,1,0,0,0,0,0,0
"18754","1701-2777",129502113,1,100,1,0,0,0,0,0,0
"18755","1701-2777",129502139,1,100,1,0,0,0,0,0,0
"18756","1701-2777",129502262,1,100,1,0,0,0,0,0,0
"18757","1701-2777",129502340,1,100,1,0,0,0,0,0,0
"18758","1701-2777",129502390,1,0,0,1,0,0,0,0,0
"18759","1701-2777",129502590,1,0,0,1,0,0,0,0,0
"18760","1701-2777",129502672,1,100,1,0,0,0,0,0,0
"18761","1701-2777",129502692,1,100,1,0,0,0,0,0,0
"18762","1701-2777",129502880,1,100,1,0,0,0,0,0,0
"18763","1701-2777",129502937,1,100,1,0,0,0,0,0,0
"18764","1701-2777",129503016,1,100,1,0,0,0,0,0,0
"18765","1701-2777",129503090,1,100,1,0,0,0,0,0,0
"18766","1701-2777",129503311,1,100,1,0,0,0,0,0,0
"18767","1701-2777",129503770,1,100,1,0,0,0,0,0,0
"18768","1701-2777",129503918,1,100,1,0,0,0,0,0,0
"18769","1701-2777",129504187,1,100,1,0,0,0,0,0,0
"18770","1701-2777",129504277,1,0,0,1,0,0,0,0,0
"18771","1701-2777",129504516,1,0,0,1,0,0,0,0,0
"18772","1701-2777",129505050,1,100,1,0,0,0,0,0,0
"18773","1701-2777",129505526,1,0,0,1,0,0,0,0,0
"18774","1701-2777",129505913,1,100,1,0,0,0,0,0,0
"18775","1701-2777",129505964,1,100,1,0,0,0,0,0,0
"18776","1701-2777",129506132,1,100,1,0,0,0,0,0,0
"18777","1701-2777",129506227,1,100,1,0,0,0,0,0,0
"18778","1701-2777",129506236,1,100,1,0,0,0,0,0,0
"18779","1701-2777",129506304,1,100,1,0,0,0,0,0,0
"18780","1701-2777",129506324,1,100,1,0,0,0,0,0,0
"18781","1701-2777",129506568,1,100,1,0,0,0,0,0,0
"18782","1701-2777",129506617,1,0,0,1,0,0,0,0,0
"18783","1701-2777",129506678,1,100,1,0,0,0,0,0,0
"18784","1701-2777",129506687,1,100,1,0,0,0,0,0,0
"18785","1701-2777",129506696,1,100,1,0,0,0,0,0,0
"18786","1701-2777",129506768,1,0,0,1,0,0,0,0,0
"18787","1701-2777",129507117,1,100,1,0,0,0,0,0,0
"18788","1701-2777",129507120,1,100,1,0,0,0,0,0,0
"18789","1701-2777",129507184,1,0,0,1,0,0,0,0,0
"18790","1701-2777",129507198,1,100,1,0,0,0,0,0,0
"18791","1701-2777",129507228,1,100,1,0,0,0,0,0,0
"18792","1701-2777",129507281,1,100,1,0,0,0,0,0,0
"18793","1701-2777",129507354,1,100,1,0,0,0,0,0,0
"18794","1701-2777",129507405,1,100,1,0,0,0,0,0,0
"18795","1701-2777",129507588,1,100,1,0,0,0,0,0,0
"18796","1701-2777",129507605,1,100,1,0,0,0,0,0,0
"18797","1701-2777",129507621,1,100,1,0,0,0,0,0,0
"18798","1701-2777",129507998,1,100,1,0,0,0,0,0,0
"18799","1701-2777",129508146,1,100,1,0,0,0,0,0,0
"18800","1701-2777",129508207,1,100,1,0,0,0,0,0,0
"18801","1701-2777",129508239,1,100,1,0,0,0,0,0,0
"18802","1701-2777",129508250,1,100,1,0,0,0,0,0,0
"18803","1701-2777",129508284,1,100,1,0,0,0,0,0,0
"18804","1701-2777",129508359,1,100,1,0,0,0,0,0,0
"18805","1701-2777",129508462,1,100,1,0,0,0,0,0,0
"18806","1701-2777",129508607,1,100,1,0,0,0,0,0,0
"18807","1701-2777",129508637,1,100,1,0,0,0,0,0,0
"18808","1701-2777",129508689,1,100,1,0,0,0,0,0,0
"18809","1701-2777",129508704,1,100,1,0,0,0,0,0,0
"18810","1701-2777",129508733,1,100,1,0,0,0,0,0,0
"18811","1701-2777",129508792,1,100,1,0,0,0,0,0,0
"18812","1701-2777",129508797,1,100,1,0,0,0,0,0,0
"18813","1701-2777",129509033,1,100,1,0,0,0,0,0,0
"18814","1701-2777",129509054,1,100,1,0,0,0,0,0,0
"18815","1701-2777",129509073,1,100,1,0,0,0,0,0,0
"18816","1701-2777",129509082,1,0,0,1,0,0,0,0,0
"18817","1701-2777",129509270,1,100,1,0,0,0,0,0,0
"18818","1701-2777",129509274,1,100,1,0,0,0,0,0,0
"18819","1701-2777",129509283,1,100,1,0,0,0,0,0,0
"18820","1701-2777",129509289,1,100,1,0,0,0,0,0,0
"18821","1701-2777",129509292,1,100,1,0,0,0,0,0,0
"18822","1701-2777",129509318,1,100,1,0,0,0,0,0,0
"18823","1701-2777",129509325,1,100,1,0,0,0,0,0,0
"18824","1701-2777",129509330,1,100,1,0,0,0,0,0,0
"18825","1701-2777",129509354,1,100,1,0,0,0,0,0,0
"18826","1701-2777",129509381,1,100,1,0,0,0,0,0,0
"18827","1701-2777",129509440,1,100,1,0,0,0,0,0,0
"18828","1701-2777",129509462,1,0,0,1,0,0,0,0,0
"18829","1701-2777",129509558,1,100,1,0,0,0,0,0,0
"18830","1701-2777",129509622,1,100,1,0,0,0,0,0,0
"18831","1701-2777",129510004,1,100,1,0,0,0,0,0,0
"18832","1701-2777",129510042,1,100,1,0,0,0,0,0,0
"18833","1701-2777",129510179,1,100,1,0,0,0,0,0,0
"18834","1701-2777",129510212,1,100,1,0,0,0,0,0,0
"18835","1701-2777",129510389,1,100,1,0,0,0,0,0,0
"18836","1701-2777",129510402,1,100,1,0,0,0,0,0,0
"18837","1701-2777",129510453,1,100,1,0,0,0,0,0,0
"18838","1701-2777",129510663,1,100,1,0,0,0,0,0,0
"18839","1701-2777",129510774,1,100,1,0,0,0,0,0,0
"18840","1701-2777",129510792,1,100,1,0,0,0,0,0,0
"18841","1701-2777",129510814,1,100,1,0,0,0,0,0,0
"18842","1701-2777",129510826,1,100,1,0,0,0,0,0,0
"18843","1701-2777",129510834,1,100,1,0,0,0,0,0,0
"18844","1701-2777",129510864,1,100,1,0,0,0,0,0,0
"18845","1701-2777",129510960,1,0,0,1,0,0,0,0,0
"18846","1701-2777",129510969,1,100,1,0,0,0,0,0,0
"18847","1701-2777",129510990,1,100,1,0,0,0,0,0,0
"18848","1701-2777",129510994,1,100,1,0,0,0,0,0,0
"18849","1701-2777",129511012,1,100,1,0,0,0,0,0,0
"18850","1701-2777",129511034,1,100,1,0,0,0,0,0,0
"18851","1701-2777",129511095,1,100,1,0,0,0,0,0,0
"18852","1701-2777",129511137,1,100,1,0,0,0,0,0,0
"18853","1701-2777",129511179,1,100,1,0,0,0,0,0,0
"18854","1701-2777",129511221,1,100,1,0,0,0,0,0,0
"18855","1701-2777",129511305,1,100,1,0,0,0,0,0,0
"18856","1701-2777",129511379,1,100,1,0,0,0,0,0,0
"18857","1701-2777",129511463,1,0,0,1,0,0,0,0,0
"18858","1701-2777",129511474,1,0,0,1,0,0,0,0,0
"18859","1701-2777",129511577,1,100,1,0,0,0,0,0,0
"18860","1701-2777",129511807,1,100,1,0,0,0,0,0,0
"18861","1701-2777",129511853,1,100,1,0,0,0,0,0,0
"18862","1701-2777",129511860,1,100,1,0,0,0,0,0,0
"18863","1701-2777",129511887,1,100,1,0,0,0,0,0,0
"18864","1701-2777",129511904,1,0,0,1,0,0,0,0,0
"18865","1701-2777",129511983,1,100,1,0,0,0,0,0,0
"18866","1701-2777",129511997,1,0,0,1,0,0,0,0,0
"18867","1701-2777",129512104,1,100,1,0,0,0,0,0,0
"18868","1701-2777",129512135,1,100,1,0,0,0,0,0,0
"18869","1701-2777",129512155,1,100,1,0,0,0,0,0,0
"18870","1701-2777",129512158,1,100,1,0,0,0,0,0,0
"18871","1701-2777",129512212,1,0,0,1,0,0,0,0,0
"18872","1701-2777",129512232,1,0,0,1,0,0,0,0,0
"18873","1701-2777",129512293,1,100,1,0,0,0,0,0,0
"18874","1701-2777",129512366,1,100,1,0,0,0,0,0,0
"18875","1701-2777",129512424,1,100,1,0,0,0,0,0,0
"18876","1701-2777",129512493,1,100,1,0,0,0,0,0,0
"18877","1701-2777",129512514,1,100,1,0,0,0,0,0,0
"18878","1701-2777",129512677,1,100,1,0,0,0,0,0,0
"18879","1701-2777",129512708,1,0,0,1,0,0,0,0,0
"18880","1701-2777",129513001,1,100,1,0,0,0,0,0,0
"18881","1701-2777",129513125,1,100,1,0,0,0,0,0,0
"18882","1701-2777",129513445,1,0,0,1,0,0,0,0,0
"18883","1701-2777",129513480,1,100,1,0,0,0,0,0,0
"18884","1701-2777",129513483,1,0,0,1,0,0,0,0,0
"18885","1701-2777",129513582,1,100,1,0,0,0,0,0,0
"18886","1701-2777",129513592,1,100,1,0,0,0,0,0,0
"18887","1701-2777",129513611,1,100,1,0,0,0,0,0,0
"18888","1701-2777",129513665,1,100,1,0,0,0,0,0,0
"18889","1701-2777",129513800,1,0,0,1,0,0,0,0,0
"18890","1701-2777",129513871,1,0,0,1,0,0,0,0,0
"18891","1701-2777",129513912,1,0,0,1,0,0,0,0,0
"18892","1701-2777",129514175,1,100,1,0,0,0,0,0,0
"18893","1701-2777",129514206,1,0,0,1,0,0,0,0,0
"18894","1701-2777",129514431,1,100,1,0,0,0,0,0,0
"18895","1701-2777",129514616,1,100,1,0,0,0,0,0,0
"18896","1701-2777",129514620,1,100,1,0,0,0,0,0,0
"18897","1701-2777",129514743,1,100,1,0,0,0,0,0,0
"18898","1701-2777",129514778,1,0,0,1,0,0,0,0,0
"18899","1701-2777",129514781,1,100,1,0,0,0,0,0,0
"18900","1701-2777",129514847,1,100,1,0,0,0,0,0,0
"18901","1701-2777",129514977,1,100,1,0,0,0,0,0,0
"18902","1701-2777",129515073,1,100,1,0,0,0,0,0,0
"18903","1701-2777",129515137,1,100,1,0,0,0,0,0,0
"18904","1701-2777",129515197,1,100,1,0,0,0,0,0,0
"18905","1701-2777",129515211,1,100,1,0,0,0,0,0,0
"18906","1701-2777",129515226,1,100,1,0,0,0,0,0,0
"18907","1701-2777",129515254,1,100,1,0,0,0,0,0,0
"18908","1701-2777",129515265,1,100,1,0,0,0,0,0,0
"18909","1701-2777",129515283,1,100,1,0,0,0,0,0,0
"18910","1701-2777",129515329,1,100,1,0,0,0,0,0,0
"18911","1701-2777",129515393,1,0,0,1,0,0,0,0,0
"18912","1701-2777",129515467,1,100,1,0,0,0,0,0,0
"18913","1701-2777",129515597,1,100,1,0,0,0,0,0,0
"18914","1701-2777",129515599,1,100,1,0,0,0,0,0,0
"18915","1701-2777",129515684,1,100,1,0,0,0,0,0,0
"18916","1701-2777",129515733,1,100,1,0,0,0,0,0,0
"18917","1701-2777",129515784,1,100,1,0,0,0,0,0,0
"18918","1701-2777",129515986,1,100,1,0,0,0,0,0,0
"18919","1701-2777",129516071,1,100,1,0,0,0,0,0,0
"18920","1701-2777",129516132,1,0,0,1,0,0,0,0,0
"18921","1701-2777",129516269,1,0,0,1,0,0,0,0,0
"18922","1701-2777",129516352,1,0,0,1,0,0,0,0,0
"18923","1701-2777",129516397,1,100,1,0,0,0,0,0,0
"18924","1701-2777",129516416,1,100,1,0,0,0,0,0,0
"18925","1701-2777",129516559,1,100,1,0,0,0,0,0,0
"18926","1701-2777",129516568,1,100,1,0,0,0,0,0,0
"18927","1701-2777",129516667,1,100,1,0,0,0,0,0,0
"18928","1701-2777",129516772,1,0,0,1,0,0,0,0,0
"18929","1701-2777",129516829,1,0,0,1,0,0,0,0,0
"18930","1701-2777",129516844,1,100,1,0,0,0,0,0,0
"18931","1701-2777",129516882,1,100,1,0,0,0,0,0,0
"18932","1701-2777",129516888,1,100,1,0,0,0,0,0,0
"18933","1701-2777",129516971,1,100,1,0,0,0,0,0,0
"18934","1701-2777",129516985,1,100,1,0,0,0,0,0,0
"18935","1701-2777",129516991,1,100,1,0,0,0,0,0,0
"18936","1701-2777",129517047,1,100,1,0,0,0,0,0,0
"18937","1701-2777",129517053,1,100,1,0,0,0,0,0,0
"18938","1701-2777",129517163,1,100,1,0,0,0,0,0,0
"18939","1701-2777",129517185,1,100,1,0,0,0,0,0,0
"18940","1701-2777",129517205,1,100,1,0,0,0,0,0,0
"18941","1701-2777",129517320,1,100,1,0,0,0,0,0,0
"18942","1701-2777",129517351,1,100,1,0,0,0,0,0,0
"18943","1701-2777",129517366,1,100,1,0,0,0,0,0,0
"18944","1701-2777",129517450,1,100,1,0,0,0,0,0,0
"18945","1701-2777",129517525,1,100,1,0,0,0,0,0,0
"18946","1701-2777",129517547,1,100,1,0,0,0,0,0,0
"18947","1701-2777",129517564,1,100,1,0,0,0,0,0,0
"18948","1701-2777",129517567,1,100,1,0,0,0,0,0,0
"18949","1701-2777",129517660,1,100,1,0,0,0,0,0,0
"18950","1701-2777",129517666,1,100,1,0,0,0,0,0,0
"18951","1701-2777",129517670,1,100,1,0,0,0,0,0,0
"18952","1701-2777",129517823,1,100,1,0,0,0,0,0,0
"18953","1701-2777",129517826,1,100,1,0,0,0,0,0,0
"18954","1701-2777",129517829,1,100,1,0,0,0,0,0,0
"18955","1701-2777",129517836,1,100,1,0,0,0,0,0,0
"18956","1701-2777",129517975,1,100,1,0,0,0,0,0,0
"18957","1701-2777",129518005,1,100,1,0,0,0,0,0,0
"18958","1701-2777",129518050,1,100,1,0,0,0,0,0,0
"18959","1701-2777",129518062,1,0,0,1,0,0,0,0,0
"18960","1701-2777",129518093,1,100,1,0,0,0,0,0,0
"18961","1701-2777",129518129,1,100,1,0,0,0,0,0,0
"18962","1701-2777",129518139,1,0,0,1,0,0,0,0,0
"18963","1701-2777",129518657,1,0,0,1,0,0,0,0,0
"18964","1701-2777",129518909,1,0,0,1,0,0,0,0,0
"18965","1701-2777",129519054,1,0,0,1,0,0,0,0,0
"18966","1701-2777",129519125,1,100,1,0,0,0,0,0,0
"18967","1701-2777",129519146,1,0,0,1,0,0,0,0,0
"18968","1701-2777",129519449,1,100,1,0,0,0,0,0,0
"18969","1701-2777",129519468,1,100,1,0,0,0,0,0,0
"18970","1701-2777",129519473,1,100,1,0,0,0,0,0,0
"18971","1701-2777",129519489,1,100,1,0,0,0,0,0,0
"18972","1701-2777",129519499,1,100,1,0,0,0,0,0,0
"18973","1701-2777",129519517,1,100,1,0,0,0,0,0,0
"18974","1701-2777",129519541,1,100,1,0,0,0,0,0,0
"18975","1701-2777",129519554,1,100,1,0,0,0,0,0,0
"18976","1701-2777",129519581,1,100,1,0,0,0,0,0,0
"18977","1701-2777",129519607,1,100,1,0,0,0,0,0,0
"18978","1701-2777",129519615,1,0,0,1,0,0,0,0,0
"18979","1701-2777",129519643,1,100,1,0,0,0,0,0,0
"18980","1701-2777",129519801,1,100,1,0,0,0,0,0,0
"18981","1701-2777",129519817,1,100,1,0,0,0,0,0,0
"18982","1701-2777",129519867,1,100,1,0,0,0,0,0,0
"18983","1701-2777",129519949,1,100,1,0,0,0,0,0,0
"18984","1701-2777",129520040,1,100,1,0,0,0,0,0,0
"18985","1701-2777",129520121,1,100,1,0,0,0,0,0,0
"18986","1701-2777",129520252,1,0,0,1,0,0,0,0,0
"18987","1701-2777",129520348,1,0,0,1,0,0,0,0,0
"18988","1701-2777",129520418,1,100,1,0,0,0,0,0,0
"18989","1701-2777",129520422,1,100,1,0,0,0,0,0,0
"18990","1701-2777",129520444,1,100,1,0,0,0,0,0,0
"18991","1701-2777",129520505,1,100,1,0,0,0,0,0,0
"18992","1701-2777",129520550,1,0,0,1,0,0,0,0,0
"18993","1701-2777",129520576,1,100,1,0,0,0,0,0,0
"18994","1701-2777",129520680,1,100,1,0,0,0,0,0,0
"18995","1701-2777",129520685,1,100,1,0,0,0,0,0,0
"18996","1701-2777",129520702,1,100,1,0,0,0,0,0,0
"18997","1701-2777",129520729,1,100,1,0,0,0,0,0,0
"18998","1701-2777",129520746,1,100,1,0,0,0,0,0,0
"18999","1701-2777",129520795,1,100,1,0,0,0,0,0,0
"19000","1701-2777",129520812,1,100,1,0,0,0,0,0,0
"19001","1701-2777",129520817,1,100,1,0,0,0,0,0,0
"19002","1701-2777",129520861,1,100,1,0,0,0,0,0,0
"19003","1701-2777",129520883,1,100,1,0,0,0,0,0,0
"19004","1701-2777",129520922,1,100,1,0,0,0,0,0,0
"19005","1701-2777",129520927,1,100,1,0,0,0,0,0,0
"19006","1701-2777",129520966,1,100,1,0,0,0,0,0,0
"19007","1701-2777",129520988,1,100,1,0,0,0,0,0,0
"19008","1701-2777",129520993,1,100,1,0,0,0,0,0,0
"19009","1701-2777",129520995,1,100,1,0,0,0,0,0,0
"19010","1701-2777",129520999,1,100,1,0,0,0,0,0,0
"19011","1701-2777",129521010,1,100,1,0,0,0,0,0,0
"19012","1701-2777",129521015,1,100,1,0,0,0,0,0,0
"19013","1701-2777",129521028,1,100,1,0,0,0,0,0,0
"19014","1701-2777",129521044,1,100,1,0,0,0,0,0,0
"19015","1701-2777",129521063,1,0,0,1,0,0,0,0,0
"19016","1701-2777",129521173,1,100,1,0,0,0,0,0,0
"19017","1701-2777",129521180,1,100,1,0,0,0,0,0,0
"19018","1701-2777",129521266,1,0,0,1,0,0,0,0,0
"19019","1701-2777",129521279,1,100,1,0,0,0,0,0,0
"19020","1701-2777",129521298,1,100,1,0,0,0,0,0,0
"19021","1701-2777",129521348,1,100,1,0,0,0,0,0,0
"19022","1701-2777",129521356,1,100,1,0,0,0,0,0,0
"19023","1701-2950",129466149,1,100,1,0,0,0,0,0,0
"19024","1701-2950",129466332,1,0,0,1,0,0,0,0,0
"19025","1701-2950",129466470,4,50,2,2,0,1,0,0,1
"19026","1701-2950",129466521,4,100,4,0,0,0,1,0,1
"19027","1701-2950",129466555,3,100,3,0,0,0,1,1,1
"19028","1701-2950",129466575,5,60,3,2,0,1,0,0,0
"19029","1701-2950",129466581,5,100,5,0,0,0,0,1,0
"19030","1701-2950",129466612,6,66.67,4,2,0,0,0,0,0
"19031","1701-2950",129466662,6,66.67,4,2,0,0,0,0,0
"19032","1701-2950",129466684,5,60,3,2,0,0,1,0,0
"19033","1701-2950",129466686,5,60,3,2,0,0,1,0,0
"19034","1701-2950",129466691,6,33.33,2,4,0,0,0,0,0
"19035","1701-2950",129466700,5,60,3,2,0,0,1,0,0
"19036","1701-2950",129466706,6,0,0,6,0,0,0,0,0
"19037","1701-2950",129466711,5,40,2,3,0,1,0,0,0
"19038","1701-2950",129466721,4,0,0,4,0,0,1,0,1
"19039","1701-2950",129466737,4,25,1,3,0,0,2,0,0
"19040","1701-2950",129466741,4,0,0,4,0,1,0,1,0
"19041","1701-2950",129466744,5,20,1,4,0,0,0,1,0
"19042","1701-2950",129466751,6,0,0,6,0,0,0,0,0
"19043","1701-2950",129466758,4,25,1,3,0,2,0,0,0
"19044","1701-2950",129466760,6,16.67,1,5,0,0,0,0,0
"19045","1701-2950",129466762,6,33.33,2,4,0,0,0,0,0
"19046","1701-2950",129466778,6,0,0,6,0,0,0,0,0
"19047","1701-2950",129466784,6,16.67,1,5,0,0,0,0,0
"19048","1701-2950",129466794,6,0,0,6,0,0,0,0,0
"19049","1701-2950",129466802,5,0,0,5,0,0,0,1,0
"19050","1701-2950",129466806,3,0,0,3,0,0,2,0,1
"19051","1701-2950",129466808,4,0,0,4,0,1,0,1,0
"19052","1701-2950",129466836,5,20,1,4,0,0,0,0,1
"19053","1701-2950",129466872,5,0,0,5,0,0,1,0,0
"19054","1701-2950",129466887,5,0,0,5,0,1,0,0,0
"19055","1701-2950",129466890,5,20,1,4,0,0,0,1,0
"19056","1701-2950",129466894,4,50,2,2,0,0,2,0,0
"19057","1701-2950",129466904,6,0,0,6,0,0,0,0,0
"19058","1701-2950",129466908,6,0,0,6,0,0,0,0,0
"19059","1701-2950",129466920,4,0,0,4,0,0,1,0,1
"19060","1701-2950",129466929,6,0,0,6,0,0,0,0,0
"19061","1701-2950",129466941,4,0,0,4,0,2,0,0,0
"19062","1701-2950",129466944,6,16.67,1,5,0,0,0,0,0
"19063","1701-2950",129466950,5,0,0,5,0,1,0,0,0
"19064","1701-2950",129466964,6,0,0,6,0,0,0,0,0
"19065","1701-2950",129466967,5,0,0,5,0,0,1,0,0
"19066","1701-2950",129466972,4,0,0,4,0,0,2,0,0
"19067","1701-2950",129466975,6,16.67,1,5,0,0,0,0,0
"19068","1701-2950",129466982,4,25,1,3,0,0,2,0,0
"19069","1701-2950",129466990,6,50,3,3,0,0,0,0,0
"19070","1701-2950",129467008,5,0,0,5,0,0,0,1,0
"19071","1701-2950",129467011,6,16.67,1,5,0,0,0,0,0
"19072","1701-2950",129467014,6,0,0,6,0,0,0,0,0
"19073","1701-2950",129467017,3,0,0,3,0,0,0,0,3
"19074","1701-2950",129467030,5,20,1,4,0,0,0,0,1
"19075","1701-2950",129467033,6,0,0,6,0,0,0,0,0
"19076","1701-2950",129467038,2,0,0,2,0,0,3,0,1
"19077","1701-2950",129467042,4,0,0,4,0,0,2,0,0
"19078","1701-2950",129467046,6,0,0,6,0,0,0,0,0
"19079","1701-2950",129467057,4,50,2,2,0,1,0,0,1
"19080","1701-2950",129467066,4,50,2,2,0,1,0,1,0
"19081","1701-2950",129467073,2,50,1,1,0,3,1,0,0
"19082","1701-2950",129467084,6,66.67,4,2,0,0,0,0,0
"19083","1701-2950",129467090,5,20,1,4,0,1,0,0,0
"19084","1701-2950",129467092,3,0,0,3,0,0,2,0,1
"19085","1701-2950",129467094,5,40,2,3,0,0,0,0,1
"19086","1701-2950",129467099,5,0,0,5,0,0,1,0,0
"19087","1701-2950",129467105,5,40,2,3,0,1,0,0,0
"19088","1701-2950",129467111,3,0,0,3,0,2,0,1,0
"19089","1701-2950",129467113,6,33.33,2,4,0,0,0,0,0
"19090","1701-2950",129467115,5,40,2,3,0,0,1,0,0
"19091","1701-2950",129467140,5,0,0,5,0,1,0,0,0
"19092","1701-2950",129467146,6,33.33,2,4,0,0,0,0,0
"19093","1701-2950",129467151,5,40,2,3,0,0,1,0,0
"19094","1701-2950",129467163,5,20,1,4,0,0,1,0,0
"19095","1701-2950",129467170,3,33.33,1,2,0,0,3,0,0
"19096","1701-2950",129467173,6,33.33,2,4,0,0,0,0,0
"19097","1701-2950",129467182,5,0,0,5,0,0,1,0,0
"19098","1701-2950",129467191,6,0,0,6,0,0,0,0,0
"19099","1701-2950",129467197,3,0,0,3,0,0,1,0,2
"19100","1701-2950",129467203,5,20,1,4,0,0,0,1,0
"19101","1701-2950",129467205,5,20,1,4,0,0,0,0,1
"19102","1701-2950",129467210,5,0,0,5,0,0,1,0,0
"19103","1701-2950",129467229,4,0,0,4,0,1,0,1,0
"19104","1701-2950",129467231,4,0,0,4,0,0,1,0,1
"19105","1701-2950",129467242,5,0,0,5,0,0,0,0,1
"19106","1701-2950",129467249,6,0,0,6,0,0,0,0,0
"19107","1701-2950",129467254,5,0,0,5,0,0,1,0,0
"19108","1701-2950",129467257,5,20,1,4,0,0,1,0,0
"19109","1701-2950",129467261,3,33.33,1,2,0,0,0,1,2
"19110","1701-2950",129467271,6,33.33,2,4,0,0,0,0,0
"19111","1701-2950",129467273,4,25,1,3,0,0,2,0,0
"19112","1701-2950",129467278,4,0,0,4,0,0,1,0,1
"19113","1701-2950",129467283,6,0,0,6,0,0,0,0,0
"19114","1701-2950",129467289,5,20,1,4,0,0,1,0,0
"19115","1701-2950",129467310,6,0,0,6,0,0,0,0,0
"19116","1701-2950",129467315,6,16.67,1,5,0,0,0,0,0
"19117","1701-2950",129467321,6,33.33,2,4,0,0,0,0,0
"19118","1701-2950",129467331,5,0,0,5,0,1,0,0,0
"19119","1701-2950",129467344,6,0,0,6,0,0,0,0,0
"19120","1701-2950",129467349,6,0,0,6,0,0,0,0,0
"19121","1701-2950",129467361,3,33.33,1,2,0,0,2,0,1
"19122","1701-2950",129467377,5,20,1,4,0,1,0,0,0
"19123","1701-2950",129467388,5,40,2,3,0,0,1,0,0
"19124","1701-2950",129467391,4,25,1,3,0,0,1,0,1
"19125","1701-2950",129467394,6,0,0,6,0,0,0,0,0
"19126","1701-2950",129467406,6,0,0,6,0,0,0,0,0
"19127","1701-2950",129467427,4,0,0,4,0,1,1,0,0
"19128","1701-2950",129467431,6,0,0,6,0,0,0,0,0
"19129","1701-2950",129467444,4,0,0,4,0,0,1,1,0
"19130","1701-2950",129467482,4,50,2,2,0,0,1,0,1
"19131","1701-2950",129467509,2,100,2,0,0,3,1,0,0
"19132","1701-2950",129467531,5,60,3,2,0,0,1,0,0
"19133","1701-2950",129467538,3,66.67,2,1,0,2,1,0,0
"19134","1701-2950",129467545,4,0,0,4,0,1,0,0,1
"19135","1701-2950",129467594,4,0,0,4,0,0,0,0,2
"19136","1701-2950",129467633,2,50,1,1,0,0,1,1,1
"19137","1701-2950",129467668,1,0,0,1,0,2,2,0,0
"19138","1701-2950",129467670,3,66.67,2,1,0,0,1,0,1
