,DataSet,Sample,Pos,Calls_num,Meth_num,Percent_Methylated,feature
2712,Rapid-CNS,171526,131265410,4,2,50,Promoter
2713,Rapid-CNS,171526,131265415,4,2,50,Promoter
2714,Rapid-CNS,171526,131265427,3,0,0,Promoter
2715,Rapid-CNS,171526,131265434,6,0,0,Promoter
2716,Rapid-CNS,171526,131265437,7,0,0,Promoter
2717,Rapid-CNS,171526,131265446,3,2,66.6666666666667,Promoter
2718,Rapid-CNS,171526,131265455,6,0,0,Promoter
2719,Rapid-CNS,171526,131265461,6,0,0,Promoter
2720,Rapid-CNS,171526,131265467,6,0,0,Promoter
2721,Rapid-CNS,171526,131265469,6,1,16.6666666666667,Promoter
2722,Rapid-CNS,171526,131265474,4,0,0,Promoter
2723,Rapid-CNS,171526,131265493,7,1,14.2857142857143,Promoter
2724,Rapid-CNS,171526,131265495,7,1,14.2857142857143,Promoter
2725,Rapid-CNS,171526,131265506,4,0,0,Exon1
2726,Rapid-CNS,171526,131265513,4,1,25,Exon1
2727,Rapid-CNS,171526,131265518,5,0,0,Exon1
2728,Rapid-CNS,171526,131265521,6,1,16.6666666666667,Exon1
2729,Rapid-CNS,171526,131265525,7,1,14.2857142857143,Exon1
2730,Rapid-CNS,171526,131265535,5,1,20,Exon1
2731,Rapid-CNS,171526,131265537,7,2,28.5714285714286,Exon1
2732,Rapid-CNS,171526,131265542,6,0,0,Exon1
2733,Rapid-CNS,171526,131265547,6,0,0,Exon1
2734,Rapid-CNS,171526,131265553,5,1,20,Exon1
2735,Rapid-CNS,171526,131265574,7,0,0,Intron1
2736,Rapid-CNS,171526,131265579,7,0,0,Intron1
2737,Rapid-CNS,171526,131265585,3,1,33.3333333333333,Intron1
2738,Rapid-CNS,171526,131265595,6,1,16.6666666666667,Intron1
2739,Rapid-CNS,171526,131265608,4,0,0,Intron1
2740,Rapid-CNS,171526,131265613,6,0,0,Intron1
2741,Rapid-CNS,171526,131265625,5,0,0,Intron1
2742,Rapid-CNS,171526,131265641,6,0,0,Intron1
2743,Rapid-CNS,171526,131265652,6,0,0,Intron1
2744,Rapid-CNS,171526,131265655,4,0,0,Intron1
2745,Rapid-CNS,171526,131265658,3,0,0,Intron1
2746,Rapid-CNS,171526,131265670,6,0,0,Intron1
2747,Rapid-CNS,171526,131265691,6,0,0,Intron1
2748,Rapid-CNS,171526,131265695,5,0,0,Intron1
2749,Rapid-CNS,171526,131265708,6,0,0,Intron1
2750,Rapid-CNS,171526,131265746,6,0,0,Intron1
2751,Rapid-CNS,171526,131265773,5,2,40,Intron1
2752,Rapid-CNS,171526,131265795,6,1,16.6666666666667,Intron1
2753,Rapid-CNS,171526,131265802,7,2,28.5714285714286,Intron1
2754,Rapid-CNS,171526,131265809,6,1,16.6666666666667,Intron1
2755,Rapid-CNS,171526,131265851,1,0,0,Intron1
2756,Rapid-CNS,171526,131265858,4,1,25,Intron1
2757,Rapid-CNS,171526,131265897,6,1,16.6666666666667,Intron1
2758,Rapid-CNS,171526,131265932,7,0,0,Intron1
2759,Rapid-CNS,171526,131265934,6,0,0,Intron1
2760,Rapid-CNS,171526,131266093,6,1,16.6666666666667,Intron1
2761,Rapid-CNS,172076,131264785,5,5,100,Promoter
2762,Rapid-CNS,172076,131264819,4,3,75,Promoter
2763,Rapid-CNS,172076,131264839,4,1,25,Promoter
2764,Rapid-CNS,172076,131264845,5,5,100,Promoter
2765,Rapid-CNS,172076,131264876,6,2,33.3333333333333,Promoter
2766,Rapid-CNS,172076,131264926,6,3,50,Promoter
2767,Rapid-CNS,172076,131264948,6,0,0,Promoter
2768,Rapid-CNS,172076,131264950,7,1,14.2857142857143,Promoter
2769,Rapid-CNS,172076,131264955,6,2,33.3333333333333,Promoter
2770,Rapid-CNS,172076,131264964,6,5,83.3333333333333,Promoter
2771,Rapid-CNS,172076,131264970,6,2,33.3333333333333,Promoter
2772,Rapid-CNS,172076,131264975,7,1,14.2857142857143,Promoter
2773,Rapid-CNS,172076,131264985,5,0,0,Promoter
2774,Rapid-CNS,172076,131265001,6,0,0,Promoter
2775,Rapid-CNS,172076,131265005,7,1,14.2857142857143,Promoter
2776,Rapid-CNS,172076,131265008,7,1,14.2857142857143,Promoter
2777,Rapid-CNS,172076,131265015,6,0,0,Promoter
2778,Rapid-CNS,172076,131265022,6,1,16.6666666666667,Promoter
2779,Rapid-CNS,172076,131265024,6,1,16.6666666666667,Promoter
2780,Rapid-CNS,172076,131265026,5,1,20,Promoter
2781,Rapid-CNS,172076,131265042,7,1,14.2857142857143,Promoter
2782,Rapid-CNS,172076,131265048,6,0,0,Promoter
2783,Rapid-CNS,172076,131265058,6,1,16.6666666666667,Promoter
2784,Rapid-CNS,172076,131265066,6,1,16.6666666666667,Promoter
2785,Rapid-CNS,172076,131265070,6,1,16.6666666666667,Promoter
2786,Rapid-CNS,172076,131265072,8,2,25,Promoter
2787,Rapid-CNS,172076,131265100,8,1,12.5,Promoter
2788,Rapid-CNS,172076,131265136,7,1,14.2857142857143,Promoter
2789,Rapid-CNS,172076,131265151,8,0,0,Promoter
2790,Rapid-CNS,172076,131265154,8,0,0,Promoter
2791,Rapid-CNS,172076,131265158,7,0,0,Promoter
2792,Rapid-CNS,172076,131265168,8,0,0,Promoter
2793,Rapid-CNS,172076,131265172,6,0,0,Promoter
2794,Rapid-CNS,172076,131265184,5,0,0,Promoter
2795,Rapid-CNS,172076,131265193,6,1,16.6666666666667,Promoter
2796,Rapid-CNS,172076,131265205,7,0,0,Promoter
2797,Rapid-CNS,172076,131265208,8,0,0,Promoter
2798,Rapid-CNS,172076,131265214,7,0,0,Promoter
2799,Rapid-CNS,172076,131265228,8,1,12.5,Promoter
2800,Rapid-CNS,172076,131265231,9,0,0,Promoter
2801,Rapid-CNS,172076,131265236,8,0,0,Promoter
2802,Rapid-CNS,172076,131265239,9,0,0,Promoter
2803,Rapid-CNS,172076,131265246,8,1,12.5,Promoter
2804,Rapid-CNS,172076,131265254,8,0,0,Promoter
2805,Rapid-CNS,172076,131265272,7,0,0,Promoter
2806,Rapid-CNS,172076,131265275,7,0,0,Promoter
2807,Rapid-CNS,172076,131265278,6,0,0,Promoter
2808,Rapid-CNS,172076,131265281,6,0,0,Promoter
2809,Rapid-CNS,172076,131265294,5,0,0,Promoter
2810,Rapid-CNS,172076,131265297,6,0,0,Promoter
2811,Rapid-CNS,172076,131265302,5,0,0,Promoter
2812,Rapid-CNS,172076,131265306,6,0,0,Promoter
2813,Rapid-CNS,172076,131265310,6,0,0,Promoter
2814,Rapid-CNS,172076,131265321,7,0,0,Promoter
2815,Rapid-CNS,172076,131265330,5,0,0,Promoter
2816,Rapid-CNS,172076,131265337,4,1,25,Promoter
2817,Rapid-CNS,172076,131265348,5,0,0,Promoter
2818,Rapid-CNS,172076,131265354,6,1,16.6666666666667,Promoter
2819,Rapid-CNS,172076,131265356,6,0,0,Promoter
2820,Rapid-CNS,172076,131265358,6,0,0,Promoter
2821,Rapid-CNS,172076,131265363,7,0,0,Promoter
2822,Rapid-CNS,172076,131265369,6,1,16.6666666666667,Promoter
2823,Rapid-CNS,172076,131265375,7,0,0,Promoter
2824,Rapid-CNS,172076,131265377,8,1,12.5,Promoter
2825,Rapid-CNS,172076,131265379,6,0,0,Promoter
2826,Rapid-CNS,172076,131265404,7,0,0,Promoter
2827,Rapid-CNS,172076,131265410,7,0,0,Promoter
2828,Rapid-CNS,172076,131265415,8,0,0,Promoter
2829,Rapid-CNS,172076,131265427,5,1,20,Promoter
2830,Rapid-CNS,172076,131265434,6,0,0,Promoter
2831,Rapid-CNS,172076,131265437,7,0,0,Promoter
2832,Rapid-CNS,172076,131265446,6,1,16.6666666666667,Promoter
2833,Rapid-CNS,172076,131265455,8,1,12.5,Promoter
2834,Rapid-CNS,172076,131265461,8,1,12.5,Promoter
2835,Rapid-CNS,172076,131265467,6,0,0,Promoter
2836,Rapid-CNS,172076,131265469,7,0,0,Promoter
2837,Rapid-CNS,172076,131265474,5,0,0,Promoter
2838,Rapid-CNS,172076,131265493,6,0,0,Promoter
2839,Rapid-CNS,172076,131265495,7,0,0,Promoter
2840,Rapid-CNS,172076,131265506,8,0,0,Exon1
2841,Rapid-CNS,172076,131265513,7,0,0,Exon1
2842,Rapid-CNS,172076,131265518,6,1,16.6666666666667,Exon1
2843,Rapid-CNS,172076,131265521,5,0,0,Exon1
2844,Rapid-CNS,172076,131265525,6,0,0,Exon1
2845,Rapid-CNS,172076,131265535,6,0,0,Exon1
2846,Rapid-CNS,172076,131265537,8,0,0,Exon1
2847,Rapid-CNS,172076,131265542,8,0,0,Exon1
2848,Rapid-CNS,172076,131265547,5,0,0,Exon1
2849,Rapid-CNS,172076,131265553,6,2,33.3333333333333,Exon1
2850,Rapid-CNS,172076,131265574,8,0,0,Intron1
2851,Rapid-CNS,172076,131265579,7,0,0,Intron1
2852,Rapid-CNS,172076,131265585,4,0,0,Intron1
2853,Rapid-CNS,172076,131265595,6,1,16.6666666666667,Intron1
2854,Rapid-CNS,172076,131265608,6,0,0,Intron1
2855,Rapid-CNS,172076,131265613,7,0,0,Intron1
2856,Rapid-CNS,172076,131265625,7,0,0,Intron1
2857,Rapid-CNS,172076,131265641,7,0,0,Intron1
2858,Rapid-CNS,172076,131265652,8,0,0,Intron1
2859,Rapid-CNS,172076,131265655,8,0,0,Intron1
2860,Rapid-CNS,172076,131265658,5,0,0,Intron1
2861,Rapid-CNS,172076,131265670,5,1,20,Intron1
2862,Rapid-CNS,172076,131265691,7,0,0,Intron1
2863,Rapid-CNS,172076,131265695,8,1,12.5,Intron1
2864,Rapid-CNS,172076,131265708,6,3,50,Intron1
2865,Rapid-CNS,172076,131265746,5,2,40,Intron1
2866,Rapid-CNS,172076,131265773,5,4,80,Intron1
2867,Rapid-CNS,172076,131265795,8,6,75,Intron1
2868,Rapid-CNS,172076,131265802,8,7,87.5,Intron1
2869,Rapid-CNS,172076,131265809,7,2,28.5714285714286,Intron1
2870,Rapid-CNS,172076,131265851,5,1,20,Intron1
2871,Rapid-CNS,172076,131265858,5,2,40,Intron1
2872,Rapid-CNS,172076,131265897,3,1,33.3333333333333,Intron1
2873,Rapid-CNS,172076,131265932,5,1,20,Intron1
2874,Rapid-CNS,172076,131265934,7,3,42.8571428571429,Intron1
2875,Rapid-CNS,172076,131266093,6,6,100,Intron1
2876,Rapid-CNS,174032,131264785,13,11,84.6153846153846,Promoter
2877,Rapid-CNS,174032,131264819,10,9,90,Promoter
2878,Rapid-CNS,174032,131264839,12,12,100,Promoter
2879,Rapid-CNS,174032,131264845,14,14,100,Promoter
2880,Rapid-CNS,174032,131264876,10,7,70,Promoter
2881,Rapid-CNS,174032,131264926,10,9,90,Promoter
2882,Rapid-CNS,174032,131264948,12,10,83.3333333333333,Promoter
2883,Rapid-CNS,174032,131264950,13,11,84.6153846153846,Promoter
2884,Rapid-CNS,174032,131264955,14,12,85.7142857142857,Promoter
2885,Rapid-CNS,174032,131264964,14,10,71.4285714285714,Promoter
2886,Rapid-CNS,174032,131264970,14,11,78.5714285714286,Promoter
2887,Rapid-CNS,174032,131264975,13,5,38.4615384615385,Promoter
2888,Rapid-CNS,174032,131264985,12,5,41.6666666666667,Promoter
2889,Rapid-CNS,174032,131265001,13,11,84.6153846153846,Promoter
2890,Rapid-CNS,174032,131265005,13,10,76.9230769230769,Promoter
2891,Rapid-CNS,174032,131265008,12,9,75,Promoter
2892,Rapid-CNS,174032,131265015,13,7,53.8461538461538,Promoter
2893,Rapid-CNS,174032,131265022,13,6,46.1538461538462,Promoter
2894,Rapid-CNS,174032,131265024,13,6,46.1538461538462,Promoter
2895,Rapid-CNS,174032,131265026,13,6,46.1538461538462,Promoter
2896,Rapid-CNS,174032,131265042,7,1,14.2857142857143,Promoter
2897,Rapid-CNS,174032,131265048,10,1,10,Promoter
2898,Rapid-CNS,174032,131265058,13,5,38.4615384615385,Promoter
2899,Rapid-CNS,174032,131265066,12,5,41.6666666666667,Promoter
2900,Rapid-CNS,174032,131265070,13,4,30.7692307692308,Promoter
2901,Rapid-CNS,174032,131265072,12,4,33.3333333333333,Promoter
2902,Rapid-CNS,174032,131265100,11,6,54.5454545454545,Promoter
2903,Rapid-CNS,174032,131265136,13,6,46.1538461538462,Promoter
2904,Rapid-CNS,174032,131265151,14,1,7.14285714285714,Promoter
2905,Rapid-CNS,174032,131265154,14,2,14.2857142857143,Promoter
2906,Rapid-CNS,174032,131265158,12,1,8.33333333333333,Promoter
2907,Rapid-CNS,174032,131265168,10,2,20,Promoter
2908,Rapid-CNS,174032,131265172,10,3,30,Promoter
2909,Rapid-CNS,174032,131265184,9,0,0,Promoter
2910,Rapid-CNS,174032,131265193,9,1,11.1111111111111,Promoter
2911,Rapid-CNS,174032,131265205,12,2,16.6666666666667,Promoter
2912,Rapid-CNS,174032,131265208,12,2,16.6666666666667,Promoter
2913,Rapid-CNS,174032,131265214,6,2,33.3333333333333,Promoter
2914,Rapid-CNS,174032,131265228,10,2,20,Promoter
2915,Rapid-CNS,174032,131265231,9,0,0,Promoter
2916,Rapid-CNS,174032,131265236,13,2,15.3846153846154,Promoter
2917,Rapid-CNS,174032,131265239,10,0,0,Promoter
2918,Rapid-CNS,174032,131265246,9,0,0,Promoter
2919,Rapid-CNS,174032,131265254,11,2,18.1818181818182,Promoter
2920,Rapid-CNS,174032,131265272,13,2,15.3846153846154,Promoter
2921,Rapid-CNS,174032,131265275,9,2,22.2222222222222,Promoter
2922,Rapid-CNS,174032,131265278,12,4,33.3333333333333,Promoter
2923,Rapid-CNS,174032,131265281,10,2,20,Promoter
2924,Rapid-CNS,174032,131265294,13,2,15.3846153846154,Promoter
2925,Rapid-CNS,174032,131265297,12,2,16.6666666666667,Promoter
2926,Rapid-CNS,174032,131265302,9,2,22.2222222222222,Promoter
2927,Rapid-CNS,174032,131265306,10,2,20,Promoter
2928,Rapid-CNS,174032,131265310,10,0,0,Promoter
2929,Rapid-CNS,174032,131265321,11,2,18.1818181818182,Promoter
2930,Rapid-CNS,174032,131265330,5,2,40,Promoter
2931,Rapid-CNS,174032,131265337,8,1,12.5,Promoter
2932,Rapid-CNS,174032,131265348,8,1,12.5,Promoter
2933,Rapid-CNS,174032,131265354,12,1,8.33333333333333,Promoter
2934,Rapid-CNS,174032,131265356,13,1,7.69230769230769,Promoter
2935,Rapid-CNS,174032,131265358,13,1,7.69230769230769,Promoter
2936,Rapid-CNS,174032,131265363,11,0,0,Promoter
2937,Rapid-CNS,174032,131265369,12,2,16.6666666666667,Promoter
2938,Rapid-CNS,174032,131265375,10,0,0,Promoter
2939,Rapid-CNS,174032,131265377,13,1,7.69230769230769,Promoter
2940,Rapid-CNS,174032,131265379,11,0,0,Promoter
2941,Rapid-CNS,174032,131265404,13,0,0,Promoter
2942,Rapid-CNS,174032,131265410,13,1,7.69230769230769,Promoter
2943,Rapid-CNS,174032,131265415,12,0,0,Promoter
2944,Rapid-CNS,174032,131265427,11,0,0,Promoter
2945,Rapid-CNS,174032,131265434,10,0,0,Promoter
2946,Rapid-CNS,174032,131265437,11,0,0,Promoter
2947,Rapid-CNS,174032,131265446,9,0,0,Promoter
2948,Rapid-CNS,174032,131265455,12,0,0,Promoter
2949,Rapid-CNS,174032,131265461,13,0,0,Promoter
2950,Rapid-CNS,174032,131265467,11,1,9.09090909090909,Promoter
2951,Rapid-CNS,174032,131265469,13,1,7.69230769230769,Promoter
2952,Rapid-CNS,174032,131265474,6,1,16.6666666666667,Promoter
2953,Rapid-CNS,174032,131265493,12,3,25,Promoter
2954,Rapid-CNS,174032,131265495,12,3,25,Promoter
2955,Rapid-CNS,174032,131265506,11,3,27.2727272727273,Exon1
2956,Rapid-CNS,174032,131265513,13,4,30.7692307692308,Exon1
2957,Rapid-CNS,174032,131265518,13,3,23.0769230769231,Exon1
2958,Rapid-CNS,174032,131265521,12,1,8.33333333333333,Exon1
2959,Rapid-CNS,174032,131265525,12,1,8.33333333333333,Exon1
2960,Rapid-CNS,174032,131265535,10,4,40,Exon1
2961,Rapid-CNS,174032,131265537,10,4,40,Exon1
2962,Rapid-CNS,174032,131265542,13,5,38.4615384615385,Exon1
2963,Rapid-CNS,174032,131265547,12,5,41.6666666666667,Exon1
2964,Rapid-CNS,174032,131265553,11,6,54.5454545454545,Exon1
2965,Rapid-CNS,174032,131265574,12,4,33.3333333333333,Intron1
2966,Rapid-CNS,174032,131265579,13,7,53.8461538461538,Intron1
2967,Rapid-CNS,174032,131265585,11,7,63.6363636363636,Intron1
2968,Rapid-CNS,174032,131265595,11,8,72.7272727272727,Intron1
2969,Rapid-CNS,174032,131265608,9,6,66.6666666666667,Intron1
2970,Rapid-CNS,174032,131265613,12,8,66.6666666666667,Intron1
2971,Rapid-CNS,174032,131265625,9,3,33.3333333333333,Intron1
2972,Rapid-CNS,174032,131265641,11,9,81.8181818181818,Intron1
2973,Rapid-CNS,174032,131265652,11,4,36.3636363636364,Intron1
2974,Rapid-CNS,174032,131265655,10,4,40,Intron1
2975,Rapid-CNS,174032,131265658,7,2,28.5714285714286,Intron1
2976,Rapid-CNS,174032,131265670,9,7,77.7777777777778,Intron1
2977,Rapid-CNS,174032,131265691,9,6,66.6666666666667,Intron1
2978,Rapid-CNS,174032,131265695,13,9,69.2307692307692,Intron1
2979,Rapid-CNS,174032,131265708,13,12,92.3076923076923,Intron1
2980,Rapid-CNS,174032,131265746,9,6,66.6666666666667,Intron1
2981,Rapid-CNS,174032,131265773,12,12,100,Intron1
2982,Rapid-CNS,174032,131265795,11,10,90.9090909090909,Intron1
2983,Rapid-CNS,174032,131265802,9,9,100,Intron1
2984,Rapid-CNS,174032,131265809,6,6,100,Intron1
2985,Rapid-CNS,174032,131265851,9,0,0,Intron1
2986,Rapid-CNS,174032,131265858,6,4,66.6666666666667,Intron1
2987,Rapid-CNS,174032,131265897,10,7,70,Intron1
2988,Rapid-CNS,174032,131265932,9,5,55.5555555555556,Intron1
2989,Rapid-CNS,174032,131265934,9,5,55.5555555555556,Intron1
2990,Rapid-CNS,174032,131266093,10,9,90,Intron1
2991,Rapid-CNS,175354,131264785,7,7,100,Promoter
2992,Rapid-CNS,175354,131264819,5,4,80,Promoter
2993,Rapid-CNS,175354,131264839,7,7,100,Promoter
2994,Rapid-CNS,175354,131264845,6,6,100,Promoter
2995,Rapid-CNS,175354,131264876,5,4,80,Promoter
2996,Rapid-CNS,175354,131264926,4,3,75,Promoter
2997,Rapid-CNS,175354,131264948,6,4,66.6666666666667,Promoter
2998,Rapid-CNS,175354,131264950,6,3,50,Promoter
2999,Rapid-CNS,175354,131264955,7,5,71.4285714285714,Promoter
3000,Rapid-CNS,175354,131264964,7,4,57.1428571428571,Promoter
3001,Rapid-CNS,175354,131264970,6,4,66.6666666666667,Promoter
3002,Rapid-CNS,175354,131264975,7,4,57.1428571428571,Promoter
3003,Rapid-CNS,175354,131264985,6,3,50,Promoter
3004,Rapid-CNS,175354,131265001,6,3,50,Promoter
3005,Rapid-CNS,175354,131265005,7,5,71.4285714285714,Promoter
3006,Rapid-CNS,175354,131265008,6,4,66.6666666666667,Promoter
3007,Rapid-CNS,175354,131265015,7,5,71.4285714285714,Promoter
3008,Rapid-CNS,175354,131265022,5,3,60,Promoter
3009,Rapid-CNS,175354,131265024,6,4,66.6666666666667,Promoter
3010,Rapid-CNS,175354,131265026,4,3,75,Promoter
3011,Rapid-CNS,175354,131265042,6,2,33.3333333333333,Promoter
3012,Rapid-CNS,175354,131265048,6,2,33.3333333333333,Promoter
3013,Rapid-CNS,175354,131265058,6,5,83.3333333333333,Promoter
3014,Rapid-CNS,175354,131265066,6,4,66.6666666666667,Promoter
3015,Rapid-CNS,175354,131265070,6,3,50,Promoter
3016,Rapid-CNS,175354,131265072,4,3,75,Promoter
3017,Rapid-CNS,175354,131265100,6,5,83.3333333333333,Promoter
3018,Rapid-CNS,175354,131265136,5,1,20,Promoter
3019,Rapid-CNS,175354,131265151,6,1,16.6666666666667,Promoter
3020,Rapid-CNS,175354,131265154,6,2,33.3333333333333,Promoter
3021,Rapid-CNS,175354,131265158,6,0,0,Promoter
3022,Rapid-CNS,175354,131265168,6,1,16.6666666666667,Promoter
3023,Rapid-CNS,175354,131265172,5,1,20,Promoter
3024,Rapid-CNS,175354,131265184,6,2,33.3333333333333,Promoter
3025,Rapid-CNS,175354,131265193,4,0,0,Promoter
3026,Rapid-CNS,175354,131265205,5,1,20,Promoter
3027,Rapid-CNS,175354,131265208,4,1,25,Promoter
3028,Rapid-CNS,175354,131265214,2,0,0,Promoter
3029,Rapid-CNS,175354,131265228,4,1,25,Promoter
3030,Rapid-CNS,175354,131265231,5,0,0,Promoter
3031,Rapid-CNS,175354,131265236,5,1,20,Promoter
3032,Rapid-CNS,175354,131265239,5,1,20,Promoter
3033,Rapid-CNS,175354,131265246,5,0,0,Promoter
3034,Rapid-CNS,175354,131265254,5,1,20,Promoter
3035,Rapid-CNS,175354,131265272,4,0,0,Promoter
3036,Rapid-CNS,175354,131265275,5,0,0,Promoter
3037,Rapid-CNS,175354,131265278,4,0,0,Promoter
3038,Rapid-CNS,175354,131265281,5,2,40,Promoter
3039,Rapid-CNS,175354,131265294,5,1,20,Promoter
3040,Rapid-CNS,175354,131265297,4,1,25,Promoter
3041,Rapid-CNS,175354,131265302,3,0,0,Promoter
3042,Rapid-CNS,175354,131265306,5,0,0,Promoter
3043,Rapid-CNS,175354,131265310,5,0,0,Promoter
3044,Rapid-CNS,175354,131265321,3,0,0,Promoter
3045,Rapid-CNS,175354,131265330,2,0,0,Promoter
3046,Rapid-CNS,175354,131265337,2,0,0,Promoter
3047,Rapid-CNS,175354,131265348,2,0,0,Promoter
3048,Rapid-CNS,175354,131265354,4,0,0,Promoter
3049,Rapid-CNS,175354,131265356,3,0,0,Promoter
3050,Rapid-CNS,175354,131265358,3,0,0,Promoter
3051,Rapid-CNS,175354,131265363,4,0,0,Promoter
3052,Rapid-CNS,175354,131265369,4,0,0,Promoter
3053,Rapid-CNS,175354,131265375,5,0,0,Promoter
3054,Rapid-CNS,175354,131265377,5,0,0,Promoter
3055,Rapid-CNS,175354,131265379,4,0,0,Promoter
3056,Rapid-CNS,175354,131265404,4,1,25,Promoter
3057,Rapid-CNS,175354,131265410,4,0,0,Promoter
3058,Rapid-CNS,175354,131265415,4,0,0,Promoter
3059,Rapid-CNS,175354,131265427,1,0,0,Promoter
3060,Rapid-CNS,175354,131265434,3,0,0,Promoter
3061,Rapid-CNS,175354,131265437,4,0,0,Promoter
3062,Rapid-CNS,175354,131265446,4,1,25,Promoter
3063,Rapid-CNS,175354,131265455,4,0,0,Promoter
3064,Rapid-CNS,175354,131265461,3,0,0,Promoter
3065,Rapid-CNS,175354,131265467,3,0,0,Promoter
3066,Rapid-CNS,175354,131265469,4,0,0,Promoter
3067,Rapid-CNS,175354,131265474,4,0,0,Promoter
3068,Rapid-CNS,175354,131265493,3,0,0,Promoter
3069,Rapid-CNS,175354,131265495,3,0,0,Promoter
3070,Rapid-CNS,175354,131265506,4,0,0,Exon1
3071,Rapid-CNS,175354,131265513,4,0,0,Exon1
3072,Rapid-CNS,175354,131265518,1,0,0,Exon1
3073,Rapid-CNS,175354,131265521,2,0,0,Exon1
3074,Rapid-CNS,175354,131265525,4,0,0,Exon1
3075,Rapid-CNS,175354,131265535,3,0,0,Exon1
3076,Rapid-CNS,175354,131265537,3,0,0,Exon1
3077,Rapid-CNS,175354,131265542,3,0,0,Exon1
3078,Rapid-CNS,175354,131265547,4,0,0,Exon1
3079,Rapid-CNS,175354,131265553,3,0,0,Exon1
3080,Rapid-CNS,175354,131265574,4,2,50,Intron1
3081,Rapid-CNS,175354,131265579,3,0,0,Intron1
3082,Rapid-CNS,175354,131265585,2,1,50,Intron1
3083,Rapid-CNS,175354,131265595,4,4,100,Intron1
3084,Rapid-CNS,175354,131265608,4,1,25,Intron1
3085,Rapid-CNS,175354,131265613,4,2,50,Intron1
3086,Rapid-CNS,175354,131265625,4,1,25,Intron1
3087,Rapid-CNS,175354,131265641,3,3,100,Intron1
3088,Rapid-CNS,175354,131265652,4,1,25,Intron1
3089,Rapid-CNS,175354,131265655,1,1,100,Intron1
3090,Rapid-CNS,175354,131265658,3,1,33.3333333333333,Intron1
3091,Rapid-CNS,175354,131265670,3,3,100,Intron1
3092,Rapid-CNS,175354,131265691,2,2,100,Intron1
3093,Rapid-CNS,175354,131265695,3,3,100,Intron1
3094,Rapid-CNS,175354,131265708,3,3,100,Intron1
3095,Rapid-CNS,175354,131265746,4,4,100,Intron1
3096,Rapid-CNS,175354,131265773,3,3,100,Intron1
3097,Rapid-CNS,175354,131265795,4,4,100,Intron1
3098,Rapid-CNS,175354,131265802,3,3,100,Intron1
3099,Rapid-CNS,175354,131265809,3,3,100,Intron1
3100,Rapid-CNS,175354,131265851,2,0,0,Intron1
3101,Rapid-CNS,175354,131265858,1,1,100,Intron1
3102,Rapid-CNS,175354,131265897,2,1,50,Intron1
3103,Rapid-CNS,175354,131265932,2,2,100,Intron1
3104,Rapid-CNS,175354,131265934,3,3,100,Intron1
3105,Rapid-CNS,175354,131266093,3,2,66.6666666666667,Intron1
3106,Rapid-CNS,179582,131264785,3,3,100,Promoter
3107,Rapid-CNS,179582,131264819,2,2,100,Promoter
3108,Rapid-CNS,179582,131264839,2,1,50,Promoter
3109,Rapid-CNS,179582,131264845,3,3,100,Promoter
3110,Rapid-CNS,179582,131264876,3,3,100,Promoter
3111,Rapid-CNS,179582,131264926,2,2,100,Promoter
3112,Rapid-CNS,179582,131264948,3,1,33.3333333333333,Promoter
3113,Rapid-CNS,179582,131264950,3,1,33.3333333333333,Promoter
3114,Rapid-CNS,179582,131264955,3,2,66.6666666666667,Promoter
3115,Rapid-CNS,179582,131264964,3,2,66.6666666666667,Promoter
3116,Rapid-CNS,179582,131264970,3,2,66.6666666666667,Promoter
3117,Rapid-CNS,179582,131264975,3,2,66.6666666666667,Promoter
3118,Rapid-CNS,179582,131264985,2,0,0,Promoter
3119,Rapid-CNS,179582,131265001,3,0,0,Promoter
3120,Rapid-CNS,179582,131265005,3,0,0,Promoter
3121,Rapid-CNS,179582,131265008,3,0,0,Promoter
3122,Rapid-CNS,179582,131265015,3,0,0,Promoter
3123,Rapid-CNS,179582,131265022,2,0,0,Promoter
3124,Rapid-CNS,179582,131265024,3,0,0,Promoter
3125,Rapid-CNS,179582,131265026,3,1,33.3333333333333,Promoter
3126,Rapid-CNS,179582,131265042,2,1,50,Promoter
3127,Rapid-CNS,179582,131265048,3,0,0,Promoter
3128,Rapid-CNS,179582,131265058,3,1,33.3333333333333,Promoter
3129,Rapid-CNS,179582,131265066,3,1,33.3333333333333,Promoter
3130,Rapid-CNS,179582,131265070,3,1,33.3333333333333,Promoter
3131,Rapid-CNS,179582,131265072,3,1,33.3333333333333,Promoter
3132,Rapid-CNS,179582,131265100,3,0,0,Promoter
3133,Rapid-CNS,179582,131265136,2,0,0,Promoter
3134,Rapid-CNS,179582,131265151,3,0,0,Promoter
3135,Rapid-CNS,179582,131265154,3,0,0,Promoter
3136,Rapid-CNS,179582,131265158,3,0,0,Promoter
3137,Rapid-CNS,179582,131265168,2,0,0,Promoter
3138,Rapid-CNS,179582,131265172,2,0,0,Promoter
3139,Rapid-CNS,179582,131265184,0,0,NA,Promoter
3140,Rapid-CNS,179582,131265193,2,0,0,Promoter
3141,Rapid-CNS,179582,131265205,2,0,0,Promoter
3142,Rapid-CNS,179582,131265208,2,0,0,Promoter
3143,Rapid-CNS,179582,131265214,1,0,0,Promoter
3144,Rapid-CNS,179582,131265228,2,0,0,Promoter
3145,Rapid-CNS,179582,131265231,2,0,0,Promoter
3146,Rapid-CNS,179582,131265236,2,0,0,Promoter
3147,Rapid-CNS,179582,131265239,2,0,0,Promoter
